route_variant,seq,from_station,to_station,distance_miles,run_min,wait_min
WOKING - PORTSMOUTH HARBOUR (3),3,FLEET,BASINGSTOKE,,12,1
WOKING - PORTSMOUTH HARBOUR (3),4,BASINGSTOKE,MICHELDEVER,,10,1
WOKING - PORTSMOUTH HARBOUR (3),5,MICHELDEVER,WINCHESTER,,8,0
WOKING - PORTSMOUTH HARBOUR (3),6,WINCHESTER,EASTLEIGH,,8,1
WOKING - PORTSMOUTH HARBOUR (3),7,EASTLEIGH,HEDGE END,,6,1
WOKING - PORTSMOUTH HARBOUR (3),8,HEDGE END,BOTLEY,,4,0
WOKING - PORTSMOUTH HARBOUR (3),9,BOTLEY,FAREHAM,,8,0
WOKING - PORTSMOUTH HARBOUR (3),10,FAREHAM,PORTCHESTER,,6,0
WOKING - PORTSMOUTH HARBOUR (3),11,PORTCHESTER,COSHAM,,4,0
WOKING - PORTSMOUTH HARBOUR (3),12,COSHAM,HILSEA PORTSMOUTH,,4,1
WOKING - PORTSMOUTH HARBOUR (3),13,HILSEA PORTSMOUTH,FRATTON PORTSMOUTH,,4,0
WOKING - PORTSMOUTH HARBOUR (3),14,FRATTON PORTSMOUTH,PORTSMOUTH & SOUTHSEA,,3,1
WOKING - PORTSMOUTH HARBOUR (3),15,PORTSMOUTH & SOUTHSEA,PORTSMOUTH HARBOUR,,5,1
PORTSMOUTH HARBOUR - WOKING (3),1,PORTSMOUTH HARBOUR,PORTSMOUTH & SOUTHSEA,,3,0
PORTSMOUTH HARBOUR - WOKING (3),2,PORTSMOUTH & SOUTHSEA,FRATTON PORTSMOUTH,,3,2
PORTSMOUTH HARBOUR - WOKING (3),3,FRATTON PORTSMOUTH,HILSEA PORTSMOUTH,,4,1
PORTSMOUTH HARBOUR - WOKING (3),4,HILSEA PORTSMOUTH,COSHAM,,5,0
PORTSMOUTH HARBOUR - WOKING (3),5,COSHAM,PORTCHESTER,,5,0
PORTSMOUTH HARBOUR - WOKING (3),6,PORTCHESTER,FAREHAM,,5,0
PORTSMOUTH HARBOUR - WOKING (3),7,FAREHAM,BOTLEY,,7,1
PORTSMOUTH HARBOUR - WOKING (3),8,BOTLEY,HEDGE END,,4,0
PORTSMOUTH HARBOUR - WOKING (3),9,HEDGE END,EASTLEIGH,,6,1
PORTSMOUTH HARBOUR - WOKING (3),10,EASTLEIGH,SHAWFORD,,6,1
PORTSMOUTH HARBOUR - WOKING (3),11,SHAWFORD,WINCHESTER,,5,0
PORTSMOUTH HARBOUR - WOKING (3),12,WINCHESTER,MICHELDEVER,,9,1
PORTSMOUTH HARBOUR - WOKING (3),13,MICHELDEVER,BASINGSTOKE,,10,0
PORTSMOUTH HARBOUR - WOKING (3),14,BASINGSTOKE,FLEET,,10,2
PORTSMOUTH HARBOUR - WOKING (3),15,FLEET,FARNBOROUGH (MAIN),,5,1
PORTSMOUTH HARBOUR - WOKING (3),16,FARNBOROUGH (MAIN),WOKING,,10,0
PORTSMOUTH HARBOUR - WOKING (4),1,PORTSMOUTH HARBOUR,PORTSMOUTH & SOUTHSEA,,3,0
PORTSMOUTH HARBOUR - WOKING (4),2,PORTSMOUTH & SOUTHSEA,FRATTON PORTSMOUTH,,3,2
PORTSMOUTH HARBOUR - WOKING (4),3,FRATTON PORTSMOUTH,HILSEA PORTSMOUTH,,4,1
PORTSMOUTH HARBOUR - WOKING (4),4,HILSEA PORTSMOUTH,COSHAM,,5,0
PORTSMOUTH HARBOUR - WOKING (4),5,COSHAM,PORTCHESTER,,5,0
PORTSMOUTH HARBOUR - WOKING (4),6,PORTCHESTER,FAREHAM,,5,0
PORTSMOUTH HARBOUR - WOKING (4),7,FAREHAM,BOTLEY,,7,1
PORTSMOUTH HARBOUR - WOKING (4),8,BOTLEY,HEDGE END,,4,0
PORTSMOUTH HARBOUR - WOKING (4),9,HEDGE END,EASTLEIGH,,6,1
PORTSMOUTH HARBOUR - WOKING (4),10,EASTLEIGH,WINCHESTER,,9,2
PORTSMOUTH HARBOUR - WOKING (4),11,WINCHESTER,MICHELDEVER,,8,1
PORTSMOUTH HARBOUR - WOKING (4),12,MICHELDEVER,BASINGSTOKE,,10,0
PORTSMOUTH HARBOUR - WOKING (4),13,BASINGSTOKE,FLEET,,11,1
PORTSMOUTH HARBOUR - WOKING (4),14,FLEET,FARNBOROUGH (MAIN),,5,0
PORTSMOUTH HARBOUR - WOKING (4),15,FARNBOROUGH (MAIN),WOKING,,9,1
WOKING - PORTSMOUTH HARBOUR (4),1,WOKING,FARNBOROUGH (MAIN),,10,2
WOKING - PORTSMOUTH HARBOUR (4),2,FARNBOROUGH (MAIN),FLEET,,5,0
WOKING - PORTSMOUTH HARBOUR (4),3,FLEET,BASINGSTOKE,,12,1
WOKING - PORTSMOUTH HARBOUR (4),4,BASINGSTOKE,MICHELDEVER,,10,1
WOKING - PORTSMOUTH HARBOUR (4),5,MICHELDEVER,WINCHESTER,,8,0
WOKING - PORTSMOUTH HARBOUR (4),6,WINCHESTER,SHAWFORD,,5,1
WOKING - PORTSMOUTH HARBOUR (4),7,SHAWFORD,EASTLEIGH,,6,0
WOKING - PORTSMOUTH HARBOUR (4),8,EASTLEIGH,HEDGE END,,6,1
WOKING - PORTSMOUTH HARBOUR (4),9,HEDGE END,BOTLEY,,4,0
WOKING - PORTSMOUTH HARBOUR (4),10,BOTLEY,FAREHAM,,8,0
WOKING - PORTSMOUTH HARBOUR (4),11,FAREHAM,PORTCHESTER,,6,0
WOKING - PORTSMOUTH HARBOUR (4),12,PORTCHESTER,COSHAM,,4,0
WOKING - PORTSMOUTH HARBOUR (4),13,COSHAM,HILSEA PORTSMOUTH,,5,1
WOKING - PORTSMOUTH HARBOUR (4),14,HILSEA PORTSMOUTH,FRATTON PORTSMOUTH,,4,0
WOKING - PORTSMOUTH HARBOUR (4),15,FRATTON PORTSMOUTH,PORTSMOUTH & SOUTHSEA,,3,0
WOKING - PORTSMOUTH HARBOUR (4),16,PORTSMOUTH & SOUTHSEA,PORTSMOUTH HARBOUR,,5,1
BASINGSTOKE - WEYMOUTH,1,BASINGSTOKE,WINCHESTER,,15,2
BASINGSTOKE - WEYMOUTH,2,WINCHESTER,SOUTHAMPTON AIRPORT (PARKWAY),,8,1
BASINGSTOKE - WEYMOUTH,3,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,8,1
BASINGSTOKE - WEYMOUTH,4,SOUTHAMPTON CENTRAL,BROCKENHURST,,14,3
BASINGSTOKE - WEYMOUTH,5,BROCKENHURST,NEW MILTON,,6,1
BASINGSTOKE - WEYMOUTH,6,NEW MILTON,CHRISTCHURCH,,6,1
BASINGSTOKE - WEYMOUTH,7,CHRISTCHURCH,POKESDOWN,,3,1
BASINGSTOKE - WEYMOUTH,8,POKESDOWN,BOURNEMOUTH,,4,1
BASINGSTOKE - WEYMOUTH,9,BOURNEMOUTH,POOLE,,10,3
BASINGSTOKE - WEYMOUTH,10,POOLE,HAMWORTHY,,4,1
BASINGSTOKE - WEYMOUTH,11,HAMWORTHY,HOLTON HEATH,,4,1
BASINGSTOKE - WEYMOUTH,12,HOLTON HEATH,WAREHAM,,4,0
BASINGSTOKE - WEYMOUTH,13,WAREHAM,WOOL,,6,1
BASINGSTOKE - WEYMOUTH,14,WOOL,MORETON (DORSET),,6,0
BASINGSTOKE - WEYMOUTH,15,MORETON (DORSET),DORCHESTER SOUTH,,7,0
BASINGSTOKE - WEYMOUTH,16,DORCHESTER SOUTH,UPWEY,,7,1
BASINGSTOKE - WEYMOUTH,17,UPWEY,WEYMOUTH,,6,0
BASINGSTOKE - WEYMOUTH (2),1,BASINGSTOKE,WINCHESTER,,16,1
BASINGSTOKE - WEYMOUTH (2),2,WINCHESTER,SOUTHAMPTON AIRPORT (PARKWAY),,8,1
BASINGSTOKE - WEYMOUTH (2),3,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,7,1
BASINGSTOKE - WEYMOUTH (2),4,SOUTHAMPTON CENTRAL,BROCKENHURST,,13,4
BASINGSTOKE - WEYMOUTH (2),5,BROCKENHURST,BOURNEMOUTH,,16,1
BASINGSTOKE - WEYMOUTH (2),6,BOURNEMOUTH,BRANKSOME,,5,2
BASINGSTOKE - WEYMOUTH (2),7,BRANKSOME,PARKSTONE,,3,0
BASINGSTOKE - WEYMOUTH (2),8,PARKSTONE,POOLE,,4,0
BASINGSTOKE - WEYMOUTH (2),9,POOLE,HAMWORTHY,,4,1
BASINGSTOKE - WEYMOUTH (2),10,HAMWORTHY,HOLTON HEATH,,4,1
BASINGSTOKE - WEYMOUTH (2),11,HOLTON HEATH,WAREHAM,,4,0
BASINGSTOKE - WEYMOUTH (2),12,WAREHAM,WOOL,,6,1
BASINGSTOKE - WEYMOUTH (2),13,WOOL,MORETON (DORSET),,6,0
BASINGSTOKE - WEYMOUTH (2),14,MORETON (DORSET),DORCHESTER SOUTH,,7,5
BASINGSTOKE - WEYMOUTH (2),15,DORCHESTER SOUTH,UPWEY,,6,1
BASINGSTOKE - WEYMOUTH (2),16,UPWEY,WEYMOUTH,,7,0
BASINGSTOKE - WEYMOUTH (3),1,BASINGSTOKE,WINCHESTER,,16,1
BASINGSTOKE - WEYMOUTH (3),2,WINCHESTER,SOUTHAMPTON AIRPORT (PARKWAY),,8,1
BASINGSTOKE - WEYMOUTH (3),3,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,7,1
BASINGSTOKE - WEYMOUTH (3),4,SOUTHAMPTON CENTRAL,BOURNEMOUTH,,27,3
BASINGSTOKE - WEYMOUTH (3),5,BOURNEMOUTH,BRANKSOME,,5,2
BASINGSTOKE - WEYMOUTH (3),6,BRANKSOME,PARKSTONE,,3,0
BASINGSTOKE - WEYMOUTH (3),7,PARKSTONE,POOLE,,3,0
BASINGSTOKE - WEYMOUTH (3),8,POOLE,HAMWORTHY,,5,1
BASINGSTOKE - WEYMOUTH (3),9,HAMWORTHY,HOLTON HEATH,,4,0
BASINGSTOKE - WEYMOUTH (3),10,HOLTON HEATH,WAREHAM,,4,0
BASINGSTOKE - WEYMOUTH (3),11,WAREHAM,WOOL,,6,1
BASINGSTOKE - WEYMOUTH (3),12,WOOL,MORETON (DORSET),,6,0
BASINGSTOKE - WEYMOUTH (3),13,MORETON (DORSET),DORCHESTER SOUTH,,7,0
BASINGSTOKE - WEYMOUTH (3),14,DORCHESTER SOUTH,UPWEY,,7,1
BASINGSTOKE - WEYMOUTH (3),15,UPWEY,WEYMOUTH,,6,0
WOKING - WEYMOUTH (2),1,WOKING,WINCHESTER,,31,2
WOKING - WEYMOUTH (2),2,WINCHESTER,SOUTHAMPTON AIRPORT (PARKWAY),,8,1
WOKING - WEYMOUTH (2),3,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,8,1
WOKING - WEYMOUTH (2),4,SOUTHAMPTON CENTRAL,BROCKENHURST,,13,2
WOKING - WEYMOUTH (2),5,BROCKENHURST,BOURNEMOUTH,,15,1
WOKING - WEYMOUTH (2),6,BOURNEMOUTH,BRANKSOME,,5,4
WOKING - WEYMOUTH (2),7,BRANKSOME,PARKSTONE,,3,0
WOKING - WEYMOUTH (2),8,PARKSTONE,POOLE,,4,0
WOKING - WEYMOUTH (2),9,POOLE,HAMWORTHY,,4,1
WOKING - WEYMOUTH (2),10,HAMWORTHY,WAREHAM,,6,1
WOKING - WEYMOUTH (2),11,WAREHAM,WOOL,,6,1
WOKING - WEYMOUTH (2),12,WOOL,MORETON (DORSET),,6,0
WOKING - WEYMOUTH (2),13,MORETON (DORSET),DORCHESTER SOUTH,,7,0
WOKING - WEYMOUTH (2),14,DORCHESTER SOUTH,UPWEY,,7,1
WOKING - WEYMOUTH (2),15,UPWEY,WEYMOUTH,,4,0
WOKING - WEYMOUTH (3),1,WOKING,BASINGSTOKE,,19,2
WOKING - WEYMOUTH (3),2,BASINGSTOKE,WINCHESTER,,16,1
WOKING - WEYMOUTH (3),3,WINCHESTER,SHAWFORD,,4,1
WOKING - WEYMOUTH (3),4,SHAWFORD,EASTLEIGH,,6,0
WOKING - WEYMOUTH (3),5,EASTLEIGH,SOUTHAMPTON AIRPORT (PARKWAY),,3,1
WOKING - WEYMOUTH (3),6,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,7,1
WOKING - WEYMOUTH (3),7,SOUTHAMPTON CENTRAL,TOTTON,,5,2
WOKING - WEYMOUTH (3),8,TOTTON,BROCKENHURST,,11,0
WOKING - WEYMOUTH (3),9,BROCKENHURST,SWAY,,5,0
WOKING - WEYMOUTH (3),10,SWAY,NEW MILTON,,4,0
WOKING - WEYMOUTH (3),11,NEW MILTON,HINTON ADMIRAL,,4,1
WOKING - WEYMOUTH (3),12,HINTON ADMIRAL,CHRISTCHURCH,,4,0
WOKING - WEYMOUTH (3),13,CHRISTCHURCH,POKESDOWN,,3,1
WOKING - WEYMOUTH (3),14,POKESDOWN,BOURNEMOUTH,,4,0
WOKING - WEYMOUTH (3),15,BOURNEMOUTH,BRANKSOME,,5,2
WOKING - WEYMOUTH (3),16,BRANKSOME,PARKSTONE,,3,0
WOKING - WEYMOUTH (3),17,PARKSTONE,POOLE,,3,0
WOKING - WEYMOUTH (3),18,POOLE,HAMWORTHY,,5,1
WOKING - WEYMOUTH (3),19,HAMWORTHY,HOLTON HEATH,,4,0
WOKING - WEYMOUTH (3),20,HOLTON HEATH,WAREHAM,,4,0
WOKING - WEYMOUTH (3),21,WAREHAM,WOOL,,6,1
WOKING - WEYMOUTH (3),22,WOOL,MORETON (DORSET),,6,1
WOKING - WEYMOUTH (3),23,MORETON (DORSET),DORCHESTER SOUTH,,7,0
WOKING - WEYMOUTH (3),24,DORCHESTER SOUTH,UPWEY,,6,1
WOKING - WEYMOUTH (3),25,UPWEY,WEYMOUTH,,5,0
SOUTHAMPTON CENTRAL - WOKING (2),1,SOUTHAMPTON CENTRAL,ST DENYS,,5,0
SOUTHAMPTON CENTRAL - WOKING (2),2,ST DENYS,SWAYTHLING,,3,0
SOUTHAMPTON CENTRAL - WOKING (2),3,SWAYTHLING,SOUTHAMPTON AIRPORT (PARKWAY),,2,0
SOUTHAMPTON CENTRAL - WOKING (2),4,SOUTHAMPTON AIRPORT (PARKWAY),EASTLEIGH,,3,1
SOUTHAMPTON CENTRAL - WOKING (2),5,EASTLEIGH,SHAWFORD,,6,1
SOUTHAMPTON CENTRAL - WOKING (2),6,SHAWFORD,WINCHESTER,,5,0
SOUTHAMPTON CENTRAL - WOKING (2),7,WINCHESTER,MICHELDEVER,,8,1
SOUTHAMPTON CENTRAL - WOKING (2),8,MICHELDEVER,BASINGSTOKE,,11,0
SOUTHAMPTON CENTRAL - WOKING (2),9,BASINGSTOKE,FLEET,,10,2
SOUTHAMPTON CENTRAL - WOKING (2),10,FLEET,FARNBOROUGH (MAIN),,5,1
SOUTHAMPTON CENTRAL - WOKING (2),11,FARNBOROUGH (MAIN),WOKING,,9,0
SURBITON - SOUTHAMPTON CENTRAL (2),1,SURBITON,WALTON-ON-THAMES,,7,1
SURBITON - SOUTHAMPTON CENTRAL (2),2,WALTON-ON-THAMES,WEYBRIDGE,,4,0
SURBITON - SOUTHAMPTON CENTRAL (2),3,WEYBRIDGE,WOKING,,10,0
SURBITON - SOUTHAMPTON CENTRAL (2),4,WOKING,BROOKWOOD,,5,1
SURBITON - SOUTHAMPTON CENTRAL (2),5,BROOKWOOD,FARNBOROUGH (MAIN),,7,0
SURBITON - SOUTHAMPTON CENTRAL (2),6,FARNBOROUGH (MAIN),FLEET,,5,1
SURBITON - SOUTHAMPTON CENTRAL (2),7,FLEET,WINCHFIELD,,5,0
SURBITON - SOUTHAMPTON CENTRAL (2),8,WINCHFIELD,HOOK,,4,1
SURBITON - SOUTHAMPTON CENTRAL (2),9,HOOK,BASINGSTOKE,,8,0
SURBITON - SOUTHAMPTON CENTRAL (2),10,BASINGSTOKE,WINCHESTER,,18,2
SURBITON - SOUTHAMPTON CENTRAL (2),11,WINCHESTER,SHAWFORD,,4,2
SURBITON - SOUTHAMPTON CENTRAL (2),12,SHAWFORD,EASTLEIGH,,6,0
SURBITON - SOUTHAMPTON CENTRAL (2),13,EASTLEIGH,SOUTHAMPTON AIRPORT (PARKWAY),,3,1
SURBITON - SOUTHAMPTON CENTRAL (2),14,SOUTHAMPTON AIRPORT (PARKWAY),SWAYTHLING,,3,1
SURBITON - SOUTHAMPTON CENTRAL (2),15,SWAYTHLING,ST DENYS,,3,0
SURBITON - SOUTHAMPTON CENTRAL (2),16,ST DENYS,SOUTHAMPTON CENTRAL,,7,0
WOKING - SOUTHAMPTON CENTRAL (2),1,WOKING,BROOKWOOD,,5,1
WOKING - SOUTHAMPTON CENTRAL (2),2,BROOKWOOD,FARNBOROUGH (MAIN),,7,1
WOKING - SOUTHAMPTON CENTRAL (2),3,FARNBOROUGH (MAIN),FLEET,,5,0
WOKING - SOUTHAMPTON CENTRAL (2),4,FLEET,WINCHFIELD,,5,1
WOKING - SOUTHAMPTON CENTRAL (2),5,WINCHFIELD,HOOK,,5,0
WOKING - SOUTHAMPTON CENTRAL (2),6,HOOK,BASINGSTOKE,,7,0
WOKING - SOUTHAMPTON CENTRAL (2),7,BASINGSTOKE,MICHELDEVER,,10,3
WOKING - SOUTHAMPTON CENTRAL (2),8,MICHELDEVER,WINCHESTER,,9,0
WOKING - SOUTHAMPTON CENTRAL (2),9,WINCHESTER,SHAWFORD,,4,1
WOKING - SOUTHAMPTON CENTRAL (2),10,SHAWFORD,EASTLEIGH,,6,0
WOKING - SOUTHAMPTON CENTRAL (2),11,EASTLEIGH,SOUTHAMPTON AIRPORT (PARKWAY),,3,1
WOKING - SOUTHAMPTON CENTRAL (2),12,SOUTHAMPTON AIRPORT (PARKWAY),SWAYTHLING,,3,1
WOKING - SOUTHAMPTON CENTRAL (2),13,SWAYTHLING,ST DENYS,,3,0
WOKING - SOUTHAMPTON CENTRAL (2),14,ST DENYS,SOUTHAMPTON CENTRAL,,11,0
BASINGSTOKE - SURBITON (3),1,BASINGSTOKE,HOOK,,7,0
BASINGSTOKE - SURBITON (3),2,HOOK,WINCHFIELD,,4,0
BASINGSTOKE - SURBITON (3),3,WINCHFIELD,FLEET,,5,0
BASINGSTOKE - SURBITON (3),4,FLEET,FARNBOROUGH (MAIN),,5,0
BASINGSTOKE - SURBITON (3),5,FARNBOROUGH (MAIN),BROOKWOOD,,7,1
BASINGSTOKE - SURBITON (3),6,BROOKWOOD,WOKING,,5,0
BASINGSTOKE - SURBITON (3),7,WOKING,WEYBRIDGE,,6,1
BASINGSTOKE - SURBITON (3),8,WEYBRIDGE,WALTON-ON-THAMES,,3,1
BASINGSTOKE - SURBITON (3),9,WALTON-ON-THAMES,SURBITON,,6,1
BASINGSTOKE - WOKING (2),1,BASINGSTOKE,FLEET,,10,0
BASINGSTOKE - WOKING (2),2,FLEET,FARNBOROUGH (MAIN),,5,1
BASINGSTOKE - WOKING (2),3,FARNBOROUGH (MAIN),WOKING,,9,1
WOKING - PORTSMOUTH HARBOUR (5),1,WOKING,BROOKWOOD,,6,0
WOKING - PORTSMOUTH HARBOUR (5),2,BROOKWOOD,FARNBOROUGH (MAIN),,7,0
WOKING - PORTSMOUTH HARBOUR (5),3,FARNBOROUGH (MAIN),FLEET,,5,1
WOKING - PORTSMOUTH HARBOUR (5),4,FLEET,WINCHFIELD,,5,0
WOKING - PORTSMOUTH HARBOUR (5),5,WINCHFIELD,HOOK,,4,1
WOKING - PORTSMOUTH HARBOUR (5),6,HOOK,BASINGSTOKE,,9,0
WOKING - PORTSMOUTH HARBOUR (5),7,BASINGSTOKE,MICHELDEVER,,10,2
WOKING - PORTSMOUTH HARBOUR (5),8,MICHELDEVER,WINCHESTER,,8,0
WOKING - PORTSMOUTH HARBOUR (5),9,WINCHESTER,EASTLEIGH,,9,1
WOKING - PORTSMOUTH HARBOUR (5),10,EASTLEIGH,HEDGE END,,6,1
WOKING - PORTSMOUTH HARBOUR (5),11,HEDGE END,BOTLEY,,4,0
WOKING - PORTSMOUTH HARBOUR (5),12,BOTLEY,FAREHAM,,8,0
WOKING - PORTSMOUTH HARBOUR (5),13,FAREHAM,PORTCHESTER,,6,0
WOKING - PORTSMOUTH HARBOUR (5),14,PORTCHESTER,COSHAM,,4,0
WOKING - PORTSMOUTH HARBOUR (5),15,COSHAM,HILSEA PORTSMOUTH,,5,1
WOKING - PORTSMOUTH HARBOUR (5),16,HILSEA PORTSMOUTH,FRATTON PORTSMOUTH,,4,0
WOKING - PORTSMOUTH HARBOUR (5),17,FRATTON PORTSMOUTH,PORTSMOUTH & SOUTHSEA,,4,0
WOKING - PORTSMOUTH HARBOUR (5),18,PORTSMOUTH & SOUTHSEA,PORTSMOUTH HARBOUR,,4,0
SURBITON - PORTSMOUTH HARBOUR,1,SURBITON,WALTON-ON-THAMES,,7,1
SURBITON - PORTSMOUTH HARBOUR,2,WALTON-ON-THAMES,WEYBRIDGE,,4,0
SURBITON - PORTSMOUTH HARBOUR,3,WEYBRIDGE,WOKING,,8,0
SURBITON - PORTSMOUTH HARBOUR,4,WOKING,BROOKWOOD,,6,1
SURBITON - PORTSMOUTH HARBOUR,5,BROOKWOOD,FARNBOROUGH (MAIN),,7,0
SURBITON - PORTSMOUTH HARBOUR,6,FARNBOROUGH (MAIN),FLEET,,5,1
SURBITON - PORTSMOUTH HARBOUR,7,FLEET,WINCHFIELD,,5,0
SURBITON - PORTSMOUTH HARBOUR,8,WINCHFIELD,HOOK,,4,1
SURBITON - PORTSMOUTH HARBOUR,9,HOOK,BASINGSTOKE,,9,0
SURBITON - PORTSMOUTH HARBOUR,10,BASINGSTOKE,MICHELDEVER,,10,2
SURBITON - PORTSMOUTH HARBOUR,11,MICHELDEVER,WINCHESTER,,9,0
SURBITON - PORTSMOUTH HARBOUR,12,WINCHESTER,SHAWFORD,,5,1
SURBITON - PORTSMOUTH HARBOUR,13,SHAWFORD,EASTLEIGH,,5,0
SURBITON - PORTSMOUTH HARBOUR,14,EASTLEIGH,HEDGE END,,6,1
SURBITON - PORTSMOUTH HARBOUR,15,HEDGE END,BOTLEY,,4,0
SURBITON - PORTSMOUTH HARBOUR,16,BOTLEY,FAREHAM,,8,0
SURBITON - PORTSMOUTH HARBOUR,17,FAREHAM,PORTCHESTER,,6,0
SURBITON - PORTSMOUTH HARBOUR,18,PORTCHESTER,COSHAM,,4,0
SURBITON - PORTSMOUTH HARBOUR,19,COSHAM,HILSEA PORTSMOUTH,,4,1
SURBITON - PORTSMOUTH HARBOUR,20,HILSEA PORTSMOUTH,FRATTON PORTSMOUTH,,4,0
SURBITON - PORTSMOUTH HARBOUR,21,FRATTON PORTSMOUTH,PORTSMOUTH & SOUTHSEA,,3,1
SURBITON - PORTSMOUTH HARBOUR,22,PORTSMOUTH & SOUTHSEA,PORTSMOUTH HARBOUR,,5,1
POOLE - WOKING (5),1,POOLE,PARKSTONE,,4,0
POOLE - WOKING (5),2,PARKSTONE,BRANKSOME,,3,0
POOLE - WOKING (5),3,BRANKSOME,BOURNEMOUTH,,5,0
POOLE - WOKING (5),4,BOURNEMOUTH,POKESDOWN,,4,2
POOLE - WOKING (5),5,POKESDOWN,CHRISTCHURCH,,3,0
POOLE - WOKING (5),6,CHRISTCHURCH,HINTON ADMIRAL,,5,1
POOLE - WOKING (5),7,HINTON ADMIRAL,NEW MILTON,,4,0
POOLE - WOKING (5),8,NEW MILTON,SWAY,,5,0
POOLE - WOKING (5),9,SWAY,BROCKENHURST,,5,0
POOLE - WOKING (5),10,BROCKENHURST,BEAULIEU ROAD,,5,1
POOLE - WOKING (5),11,BEAULIEU ROAD,ASHURST NEW FOREST,,4,0
POOLE - WOKING (5),12,ASHURST NEW FOREST,TOTTON,,5,0
POOLE - WOKING (5),13,TOTTON,SOUTHAMPTON CENTRAL,,6,0
POOLE - WOKING (5),14,SOUTHAMPTON CENTRAL,SOUTHAMPTON AIRPORT (PARKWAY),,7,8
POOLE - WOKING (5),15,SOUTHAMPTON AIRPORT (PARKWAY),WINCHESTER,,9,1
POOLE - WOKING (5),16,WINCHESTER,WOKING,,34,1
POOLE - WOKING (6),1,POOLE,PARKSTONE,,4,0
POOLE - WOKING (6),2,PARKSTONE,BRANKSOME,,3,0
POOLE - WOKING (6),3,BRANKSOME,BOURNEMOUTH,,5,0
POOLE - WOKING (6),4,BOURNEMOUTH,POKESDOWN,,3,2
POOLE - WOKING (6),5,POKESDOWN,CHRISTCHURCH,,4,0
POOLE - WOKING (6),6,CHRISTCHURCH,NEW MILTON,,7,0
POOLE - WOKING (6),7,NEW MILTON,BROCKENHURST,,7,0
POOLE - WOKING (6),8,BROCKENHURST,SOUTHAMPTON CENTRAL,,14,1
POOLE - WOKING (6),9,SOUTHAMPTON CENTRAL,SOUTHAMPTON AIRPORT (PARKWAY),,8,6
POOLE - WOKING (6),10,SOUTHAMPTON AIRPORT (PARKWAY),WINCHESTER,,9,1
POOLE - WOKING (6),11,WINCHESTER,BASINGSTOKE,,16,1
POOLE - WOKING (6),12,BASINGSTOKE,WOKING,,18,1
BASINGSTOKE - BOURNEMOUTH (2),1,BASINGSTOKE,WINCHESTER,,15,2
BASINGSTOKE - BOURNEMOUTH (2),2,WINCHESTER,SOUTHAMPTON AIRPORT (PARKWAY),,8,1
BASINGSTOKE - BOURNEMOUTH (2),3,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,7,1
BASINGSTOKE - BOURNEMOUTH (2),4,SOUTHAMPTON CENTRAL,TOTTON,,5,4
BASINGSTOKE - BOURNEMOUTH (2),5,TOTTON,BROCKENHURST,,11,0
BASINGSTOKE - BOURNEMOUTH (2),6,BROCKENHURST,SWAY,,4,1
BASINGSTOKE - BOURNEMOUTH (2),7,SWAY,NEW MILTON,,5,0
BASINGSTOKE - BOURNEMOUTH (2),8,NEW MILTON,HINTON ADMIRAL,,4,0
BASINGSTOKE - BOURNEMOUTH (2),9,HINTON ADMIRAL,CHRISTCHURCH,,5,0
BASINGSTOKE - BOURNEMOUTH (2),10,CHRISTCHURCH,POKESDOWN,,4,0
BASINGSTOKE - BOURNEMOUTH (2),11,POKESDOWN,BOURNEMOUTH,,4,0
WOKING - POOLE (7),1,WOKING,BASINGSTOKE,,18,2
WOKING - POOLE (7),2,BASINGSTOKE,WINCHESTER,,16,1
WOKING - POOLE (7),3,WINCHESTER,SOUTHAMPTON AIRPORT (PARKWAY),,8,1
WOKING - POOLE (7),4,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,7,1
WOKING - POOLE (7),5,SOUTHAMPTON CENTRAL,BROCKENHURST,,14,1
WOKING - POOLE (7),6,BROCKENHURST,BOURNEMOUTH,,15,1
WOKING - POOLE (7),7,BOURNEMOUTH,BRANKSOME,,5,1
WOKING - POOLE (7),8,BRANKSOME,PARKSTONE,,3,0
WOKING - POOLE (7),9,PARKSTONE,POOLE,,4,0
WOKING - SOUTHAMPTON CENTRAL (3),1,WOKING,BASINGSTOKE,,19,1
WOKING - SOUTHAMPTON CENTRAL (3),2,BASINGSTOKE,MICHELDEVER,,10,1
WOKING - SOUTHAMPTON CENTRAL (3),3,MICHELDEVER,WINCHESTER,,9,0
WOKING - SOUTHAMPTON CENTRAL (3),4,WINCHESTER,SHAWFORD,,5,1
WOKING - SOUTHAMPTON CENTRAL (3),5,SHAWFORD,EASTLEIGH,,5,0
WOKING - SOUTHAMPTON CENTRAL (3),6,EASTLEIGH,SOUTHAMPTON AIRPORT (PARKWAY),,3,1
WOKING - SOUTHAMPTON CENTRAL (3),7,SOUTHAMPTON AIRPORT (PARKWAY),ST DENYS,,4,1
